_id;Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;denominazione_pe;insegna;superficie_somministrazione;CAP;ID_NIL;NIL;MUNICIPIO;LONG_WGS84;LAT_WGS84;Location
8109;PE/28754;VIA SOLFERINO N. 27 (z.d. 1);SOMMINISTRAZIONE - In piano;VIA SOLFERINO;27;1028;f - Bar caffè e simili|g - Bar pasticceria, bar gelateria, cremeria, creperia e simili|h - Wine bar, birreria, pub enoteche, caffetteria, sala da te e simili;;37;20121;2;BRERA;1;9,18827E+11;4,54786E+11;45.4785997696 / 9.18826799595
8110;PE/28766;VIA CANDIANI GIUSEPPE N. 130 (z.d. 9);SOMMINISTRAZIONE - In piano;VIA CANDIANI GIUSEPPE;130;1242;a - Ristorante, trattoria, osteria con cucina e simili;;41;20158;77;BOVISA;9;9,16149E+11;4,5503E+11;45.5029786839 / 9.16149300342
8111;PE/28810;VIA MEDA GIUSEPPE N. 5 (z.d. 5);SOMMINISTRAZIONE - In piano;VIA MEDA GIUSEPPE;5;5242;d - Pizzerie e simili;;18;20136;6;TICINESE;5;9,17953E+11;4,54462E+11;45.4461878368 / 9.17952578193
8112;PE/28626;VIALE ZARA N. 119 (z.d. 2);SOMMINISTRAZIONE - In piano;VIALE ZARA;119;1170;e - Bar gastronomici e simili;;49;20159;12;MACIACHINI - MAGGIOLINA;9;9,19568E+11;4,54984E+11;45.4983771003 / 9.19568424374
8113;PE/28627;VIA POPOLI UNITI N. 7 (z.d. 7);SOMMINISTRAZIONE - In piano;VIA POPOLI UNITI;7;2293;a - Ristorante, trattoria, osteria con cucina e simili;;69;20125;20;LORETO;2;9,21867E+11;4,5496E+11;45.4959853067 / 9.21866833112
8114;PE/28629;VIA SETTEMBRINI LUIGI N. 30 (z.d. 2);SOMMINISTRAZIONE - In piano;VIA SETTEMBRINI LUIGI;30;2127;a - Ristorante, trattoria, osteria con cucina e simili;;32;20124;21;BUENOS AIRES - VENEZIA;3;9,20694E+11;4,54825E+11;45.4825110952 / 9.20693911087
8115;PE/28631;PIAZZALE MEDAGLIE D'ORO N. 3 (z.d. 3);SOMMINISTRAZIONE - In piano;PIAZZALE MEDAGLIE D'ORO;3;4104;f - Bar caffè e simili|h - Wine bar, birreria, pub enoteche, caffetteria, sala da te e simili;;57;20135;27;PTA ROMANA;4;9,20309E+11;45452177994;45.452177994 / 9.20308682321
8116;PE/28632;VIA PRINCIPE EUGENIO N. 30 (z.d. 8);SOMMINISTRAZIONE - In piano;VIA PRINCIPE EUGENIO;30;7223;a - Ristorante, trattoria, osteria con cucina e simili|e - Bar gastronomici e simili;;41;20155;70;GHISOLFA;8;9,16508E+11;4,549E+11;45.4899541656 / 9.16508417878
8117;PE/28641;VIALE MONZA N. 4 (z.d. 2);SOMMINISTRAZIONE - In piano;VIALE MONZA;4;2274;a - Ristorante, trattoria, osteria con cucina e simili;;57;20127;20;LORETO;2;9,21727E+11;4,54874E+11;45.4874262516 / 9.21727365968
8118;PE/28642;PIAZZALE NEGRELLI LUIGI N. 4 (z.d. 6);SOMMINISTRAZIONE - In piano;PIAZZALE NEGRELLI LUIGI;4;5368;e - Bar gastronomici e simili;;54;20143;48;RONCHETTO S/N;6;9,13907E+11;4,54436E+11;45.4435654513 / 9.13906621179
8119;PE/28643;VIA COLA MONTANO N. 26 (z.d. 9);SOMMINISTRAZIONE - In piano;VIA COLA MONTANO;26;1139;a - Ristorante, trattoria, osteria con cucina e simili|f - Bar caffè e simili;;95;20159;11;ISOLA;9;9,18605E+14;4,54896E+14;45.4896172257973 / 9.18604554793552
8120;PE/28659;VIA SETTEMBRINI LUIGI N. 22 (z.d. 3);SOMMINISTRAZIONE - In piano;VIA SETTEMBRINI LUIGI;22;2127;a - Ristorante, trattoria, osteria con cucina e simili;;165;20124;21;BUENOS AIRES - VENEZIA;3;9,20595E+11;4,54816E+11;45.4815701977 / 9.20594620827
8121;PE/28660;VIA CENISIO N. 54 (z.d. 8);SOMMINISTRAZIONE - In piano;VIA CENISIO;54;7184;a - Ristorante, trattoria, osteria con cucina e simili;;168;20155;70;GHISOLFA;8;9,16251E+11;4,54879E+11;45.4879001648 / 9.16250515568
8122;PE/28661;VIA GALVANI LUIGI N. 23 Int. 9 (z.d. 9);SOMMINISTRAZIONE - In piano;VIA GALVANI LUIGI;23;1179;a - Ristorante, trattoria, osteria con cucina e simili;;64;20124;9;GARIBALDI REPUBBLICA;9;9,19655E+11;4,54874E+11;45.4874234602 / 9.19655053796
8123;PE/28662;RIPA PORTA TICINESE (DI) N. 39;SOMMINISTRAZIONE - In piano;RIPA PORTA TICINESE (DI);39;5150;h - Wine bar, birreria, pub enoteche, caffetteria, sala da te e simili;;24;20143;44;NAVIGLI;6;9,17368E+11;4,54514E+11;45.4513504765 / 9.17368379475
8124;PE/28243;VIA MARCO (SAN) N. 26 (z.d. 1);SOMMINISTRAZIONE - In piano;VIA MARCO (SAN);26;658;e - Bar gastronomici e simili|f - Bar caffè e simili|g - Bar pasticceria, bar gelateria, cremeria, creperia e simili;;179;;;;;;;
8125;PE/28244;VIA CASALE N. 5 (z.d. 5);SOMMINISTRAZIONE - In piano;VIA CASALE;5;703;a - Ristorante, trattoria, osteria con cucina e simili;;110;20121;2;BRERA;1;9,18176E+11;4,54712E+11;45.4712484964 / 9.18175754648
8126;PE/28245;CORSO PORTA TICINESE (DI) N. 58;SOMMINISTRAZIONE - In piano;CORSO PORTA TICINESE (DI);58;541;f - Bar caffè e simili;;23;20123;6;TICINESE;1;9,18071E+11;4,54565E+11;45.4564658065 / 9.18070861329
8127;PE/28251;VIA BOSCOVICH RUGGERO N. 18 ingresso da via cappellini 21;SOMMINISTRAZIONE - In piano;VIA BOSCOVICH RUGGERO;18;2131;a - Ristorante, trattoria, osteria con cucina e simili;;258;20124;10;CENTRALE;2;9,20264E+11;4,54824E+11;45.4823738583 / 9.20264124326
8128;PE/28252;VIA SARAGAT GIUSEPPE N. 10 (z.d. 2);SOMMINISTRAZIONE - In piano;VIA SARAGAT GIUSEPPE;10;2631;f - Bar caffè e simili;;41;20128;17;ADRIANO;2;9,24748E+11;4,55175E+11;45.5175078268 / 9.24747519385
8129;PE/28253;VIA TIRABOSCHI GEROLAMO N. 19 (z.d. 4);SOMMINISTRAZIONE - In piano;VIA TIRABOSCHI GEROLAMO;19;4072;e - Bar gastronomici e simili|g - Bar pasticceria, bar gelateria, cremeria, creperia e simili;;48;20135;27;PTA ROMANA;4;9,20906E+11;4,54535E+11;45.4534994512 / 9.20906488322
8130;PE/28254;RIPA PORTA TICINESE (DI) N. 125 (z.d. 6);SOMMINISTRAZIONE - In piano;RIPA PORTA TICINESE (DI);125;5150;e - Bar gastronomici e simili|f - Bar caffè e simili;;59;20143;44;NAVIGLI;6;9,15913E+11;4,54483E+11;45.4482529611 / 9.15912528955
8131;PE/28255;VIA DE AMICIS EDMONDO N. 3 (z.d. 3);SOMMINISTRAZIONE - In piano;VIA DE AMICIS EDMONDO;3;574;a - Ristorante, trattoria, osteria con cucina e simili;;76;20123;6;TICINESE;1;9,18059E+11;4,54573E+11;45.4573206469 / 9.18058990992
8132;PE/28261;VIA STAZIO CECILIO N. 11;SOMMINISTRAZIONE - In piano;VIA STAZIO CECILIO;11;2280;a - Ristorante, trattoria, osteria con cucina e simili;;42;20131;20;LORETO;2;9,22238E+11;4,54902E+11;45.4901661449 / 9.22237735125
8133;PE/28262;VIA LEGNONE N. 30;SOMMINISTRAZIONE - In piano;VIA LEGNONE;30;1298;f - Bar caffè e simili;;28;20158;79;DERGANO;9;9,18165E+11;4,54997E+11;45.4996632939 / 9.18165308959
8134;PE/28265;LARGO RODARI GIANNI N. 2 (z.d. 2);SOMMINISTRAZIONE - In piano;LARGO RODARI GIANNI;2;3305;e - Bar gastronomici e simili|f - Bar caffè e simili;;28;20137;25;CORSICA;4;9,23494E+11;4,54619E+11;45.4618765902 / 9.23493883985
8135;PE/28266;PIAZZA MARCO (SAN) N. 1 (z.d. 1);SOMMINISTRAZIONE - In piano;PIAZZA MARCO (SAN);1;1040;a - Ristorante, trattoria, osteria con cucina e simili|e - Bar gastronomici e simili;;91;20121;2;BRERA;1;9,18772E+11;4,54732E+11;45.4731724054 / 9.18771545611
8136;PE/28446;PIAZZA TRE TORRI locale 2.02;SOMMINISTRAZIONE - In piano;PIAZZA TRE TORRI;;658;c - Tavole calde,self service, fast food e simili;;145;;;;;;;
8137;PE/28447;PIAZZA TRE TORRI locale 2.07b;SOMMINISTRAZIONE - In piano;PIAZZA TRE TORRI;;658;a - Ristorante, trattoria, osteria con cucina e simili;;120;;;;;;;
8138;PE/28448;VIA CONCA DEL NAVIGLIO N. 10 (z.d. 1);SOMMINISTRAZIONE - In piano;VIA CONCA DEL NAVIGLIO;10;5180;f - Bar caffè e simili;;44;20123;6;TICINESE;1;9,17732E+11;4,54578E+11;45.4577543599 / 9.17731612589
8139;PE/28449;VIA MORIGI N. 8 (z.d. 1);SOMMINISTRAZIONE - In piano;VIA MORIGI;8;633;d - Pizzerie e simili;;108;20123;1;DUOMO;1;9,18087E+11;4,54639E+11;45.4638681509 / 9.18087114783
8140;PE/28452;PIAZZA DUCA D'AOSTA N. 10 (z.d. 2);SOMMINISTRAZIONE - In piano;PIAZZA DUCA D'AOSTA;10;1200;a - Ristorante, trattoria, osteria con cucina e simili;;195;20124;10;CENTRALE;2;9,20445E+11;4,54838E+11;45.4837994459 / 9.20445091013
8141;PE/28453;VIALE MONZA N. 12 (z.d. 2);SOMMINISTRAZIONE - In piano;VIALE MONZA;12;2274;f - Bar caffè e simili|g - Bar pasticceria, bar gelateria, cremeria, creperia e simili;;53;20127;20;LORETO;2;9,21759E+14;4,54883E+14;45.4883461155241 / 9.21758730198936
8142;PE/28454;VIA ANFOSSI AUGUSTO N. 2 (z.d. 2);SOMMINISTRAZIONE - In piano;VIA ANFOSSI AUGUSTO;2;3071;a - Ristorante, trattoria, osteria con cucina e simili;;57;20135;26;XXII MARZO;4;9,20836E+11;4,54606E+11;45.4605674603 / 9.20836462643
8143;PE/28455;LARGO DOMODOSSOLA N. 1A galleria ferrieri n10 (z.d. 8);SOMMINISTRAZIONE - In piano;LARGO DOMODOSSOLA;;6140;h - Wine bar, birreria, pub enoteche, caffetteria, sala da te e simili;;35;20145;59;TRE TORRI;8;9158759505;4,54799E+11;45.4799250849 / 9.158759505
8144;PE/28461;VIA TORTONA N. 12 (z.d. 6);SOMMINISTRAZIONE - In piano;VIA TORTONA;12;5124;c - Tavole calde,self service, fast food e simili;;31;20144;50;TORTONA;6;9,16894E+11;45453912315;45.453912315 / 9.16894469481
8145;PE/28467;VIALE SARCA N. 232 interno bicocca village;SOMMINISTRAZIONE - In piano;VIALE SARCA;232;1427;a - Ristorante, trattoria, osteria con cucina e simili;;147;20126;15;BICOCCA;9;9,21308E+14;4,5523E+14;45.5229607607401 / 9.21308095726549
8146;PE/28472;VIALE SABOTINO N. 28 (z.d. 5);SOMMINISTRAZIONE - In piano;VIALE SABOTINO;28;4046;a - Ristorante, trattoria, osteria con cucina e simili|f - Bar caffè e simili;;125;20135;27;PTA ROMANA;5;9,20204E+11;4,54509E+11;45.4508969158 / 9.20203578213
8147;PE/28800;VIA MARCO (SAN) N. 20 (z.d. 1);SOMMINISTRAZIONE - In piano;VIA MARCO (SAN);20;1036;h - Wine bar, birreria, pub enoteche, caffetteria, sala da te e simili;;48;20121;2;BRERA;1;9,1886E+11;4,54755E+11;45.4754701899 / 9.18860283628
8148;PE/28835;VIA TRAIANO MARCO ULPIO N. 11 (z.d. 8);SOMMINISTRAZIONE - In piano;VIA TRAIANO MARCO ULPIO;11;7157;f - Bar caffè e simili;;46;20149;67;PORTELLO;8;91516912608;45485193484;45.485193484 / 9.1516912608
8149;PE/28844;VIA ANDE (DELLE) N. 16 (z.d. 8);SOMMINISTRAZIONE - In piano;VIA ANDE (DELLE);16;7496;a - Ristorante, trattoria, osteria con cucina e simili|f - Bar caffè e simili;;66;20151;65;GALLARATESE;8;91278383779;4,54955E+11;45.4954518331 / 9.1278383779
8150;PE/28846;VIA SBODIO GAETANO N. 30 (z.d. 3);SOMMINISTRAZIONE - In piano;VIA SBODIO GAETANO;30;2670;a - Ristorante, trattoria, osteria con cucina e simili;;163;20134;23;LAMBRATE;3;9,246E+11;4,54844E+11;45.4844006113 / 9.24600353827
8151;PE/28857;VIA CARPOFORO (SAN) N. 7 (z.d. 7);SOMMINISTRAZIONE - In piano;VIA CARPOFORO (SAN);7;132;a - Ristorante, trattoria, osteria con cucina e simili;;79;20121;2;BRERA;1;9184903467;4,54716E+11;45.4715651964 / 9.184903467
8152;PE/28664;VIA FRIULI N. 2 (z.d. 4);SOMMINISTRAZIONE - In piano;VIA FRIULI;2;3199;a - Ristorante, trattoria, osteria con cucina e simili|f - Bar caffè e simili;;120;20135;27;PTA ROMANA;4;9,20879E+11;4,54486E+11;45.4485526842 / 9.20878954487
8153;PE/28672;VIA CONEGLIANO N. 1 (z.d. 2);SOMMINISTRAZIONE - In piano;VIA CONEGLIANO;1;2359;e - Bar gastronomici e simili|g - Bar pasticceria, bar gelateria, cremeria, creperia e simili;;48;20131;20;LORETO;2;9,22515E+11;4,54911E+11;45.4910792943 / 9.22514969207
8154;PE/28675;CORSO PORTA ROMANA (DI) N. 60 trattasi di civico 60/64 (z.d. 1);SOMMINISTRAZIONE - In piano;CORSO PORTA ROMANA (DI);60;402;a - Ristorante, trattoria, osteria con cucina e simili|d - Pizzerie e simili|f - Bar caffè e simili|g - Bar pasticceria, bar gelateria, cremeria, creperia e simili;;75;20122;5;VIGENTINA;1;9,1936E+11;4,54573E+11;45.4572938938 / 9.19359818464
8155;PE/28677;VIA SCIPIONI (DEGLI) N. 7 (z.d. 3);SOMMINISTRAZIONE - In piano;VIA SCIPIONI (DEGLI);7;2174;a - Ristorante, trattoria, osteria con cucina e simili;;36;20129;21;BUENOS AIRES - VENEZIA;3;92162328325;4,54733E+11;45.4733346276 / 9.2162328325
8156;PE/28679;VIA ROMANO GIULIO N. 15 (z.d. 5);SOMMINISTRAZIONE - In piano;VIA ROMANO GIULIO;15;4057;a - Ristorante, trattoria, osteria con cucina e simili;;58;20135;27;PTA ROMANA;5;91994609676;4,54488E+11;45.4488473815 / 9.1994609676
8157;PE/28681;VIA CADORE N. 38 (z.d. 4);SOMMINISTRAZIONE - In piano;VIA CADORE;38;3077;e - Bar gastronomici e simili|h - Wine bar, birreria, pub enoteche, caffetteria, sala da te e simili;;25;20135;26;XXII MARZO;4;9,21194E+11;4,54568E+11;45.4568356021 / 9.21194125898
8158;PE/28683;VIA VITRUVIO N. 9 (z.d. 3);SOMMINISTRAZIONE - In piano;VIA VITRUVIO;9;2134;f - Bar caffè e simili;;36;20124;21;BUENOS AIRES - VENEZIA;3;9,20912E+11;4,5481E+11;45.4809603622 / 9.20912202082
8159;PE/28684;VIA BATTISTI CESARE N. 1N03 (z.d. 1);SOMMINISTRAZIONE - In piano;VIA BATTISTI CESARE;;3019;c - Tavole calde,self service, fast food e simili|e - Bar gastronomici e simili|g - Bar pasticceria, bar gelateria, cremeria, creperia e simili;;37;20122;4;GUASTALLA;1;9,19922E+11;4,54633E+11;45.4632505506 / 9.19922474351
8160;PE/28696;VIA NOVARA N. 66 (z.d. 7);SOMMINISTRAZIONE - In piano;VIA NOVARA;66;6624;a - Ristorante, trattoria, osteria con cucina e simili|d - Pizzerie e simili;;229;20148;60;S. SIRO;7;9,12267E+11;4,54709E+11;45.4709397594 / 9.12267480881
8161;PE/28713;VIA FANTOLI GAUDENZIO N. 7 (z.d. 7);SOMMINISTRAZIONE - In piano;VIA FANTOLI GAUDENZIO;7;3355;a - Ristorante, trattoria, osteria con cucina e simili|d - Pizzerie e simili|f - Bar caffè e simili;;520;20138;30;MECENATE;4;9,25171E+11;4,54517E+11;45.4517025966 / 9.25170580834
8162;PE/28268;VIA PALERMO N. 21 con ingresso corso garibaldi;SOMMINISTRAZIONE - In piano;VIA PALERMO;21;1025;a - Ristorante, trattoria, osteria con cucina e simili;;75;20121;2;BRERA;1;9,18382E+11;4,54754E+11;45.4754411102 / 9.18382424891
8163;PE/28269;VIA ARCHIMEDE N. 59 (z.d. 4);SOMMINISTRAZIONE - In piano;VIA ARCHIMEDE;59;3086;c - Tavole calde,self service, fast food e simili|f - Bar caffè e simili|g - Bar pasticceria, bar gelateria, cremeria, creperia e simili;;27;20129;26;XXII MARZO;4;9,21364E+11;4,54656E+11;45.4655518739 / 9.21363751794
8164;PE/28270;LAMARMORA ALFONSO N. 18;SOMMINISTRAZIONE - In piano;LAMARMORA ALFONSO;18;4103;c - Tavole calde,self service, fast food e simili|f - Bar caffè e simili;;56;20122;4;GUASTALLA;1;91985600985;4,54564E+11;45.4564235577 / 9.1985600985
8165;PE/28271;VIA ANATALONE (SANT') N. 1 (z.d. 1);SOMMINISTRAZIONE - In piano;VIA ANATALONE (SANT');1;6587;e - Bar gastronomici e simili|f - Bar caffè e simili;;44;20147;53;LORENTEGGIO;6;9,12535E+11;4,54467E+11;45.4467140031 / 9.12534619729
8166;PE/28272;VIALE BLIGNY N. 19A;SOMMINISTRAZIONE - In piano;VIALE BLIGNY;;4045;e - Bar gastronomici e simili|g - Bar pasticceria, bar gelateria, cremeria, creperia e simili|h - Wine bar, birreria, pub enoteche, caffetteria, sala da te e simili|f - Bar caffè e simili;;26;20136;5;VIGENTINA;5;9191370438;4,5451E+11;45.4510462326 / 9.191370438
8167;PE/28273;VIA COSTA ANDREA N. 1 (z.d. 1);SOMMINISTRAZIONE - In piano;VIA COSTA ANDREA;1;2276;a - Ristorante, trattoria, osteria con cucina e simili;;72;20131;20;LORETO;2;9,21826E+11;4,54866E+11;45.4866233656 / 9.21825615517
8168;PE/28274;VIA COMMENDA (DELLA) N. 21;SOMMINISTRAZIONE - In piano;VIA COMMENDA (DELLA);21;3146;g - Bar pasticceria, bar gelateria, cremeria, creperia e simili;;40;20122;4;GUASTALLA;1;9,19921E+11;4,54572E+11;45.4572457998 / 9.19920887566
8169;PE/28277;PIAZZA AMBROSOLI GIORGIO N. 3 (z.d. 3);SOMMINISTRAZIONE - In piano;PIAZZA AMBROSOLI GIORGIO;3;6317;h - Wine bar, birreria, pub enoteche, caffetteria, sala da te e simili;;29;20144;51;WASHINGTON;7;9,16113E+11;45464223081;45.464223081 / 9.16112720152
8170;PE/28278;VIA RAVENNA N. 14;SOMMINISTRAZIONE - In piano;VIA RAVENNA;14;4281;d - Pizzerie e simili;;46;20139;35;LODI - CORVETTO;4;92185227101;4,54358E+11;45.4357643453 / 9.2185227101
8171;PE/28281;VIALE ROMAGNA N. 59 (z.d. 3);SOMMINISTRAZIONE - In piano;VIALE ROMAGNA;59;3102;a - Ristorante, trattoria, osteria con cucina e simili|d - Pizzerie e simili|f - Bar caffè e simili;;44;20133;21;BUENOS AIRES - VENEZIA;3;9,22334E+11;4,54779E+11;45.4778823273 / 9.22333853075
8172;PE/28474;VIA TAORMINA N. 17;SOMMINISTRAZIONE - In piano;VIA TAORMINA;17;1331;e - Bar gastronomici e simili|f - Bar caffè e simili|g - Bar pasticceria, bar gelateria, cremeria, creperia e simili;;30;20159;12;MACIACHINI - MAGGIOLINA;9;9,19244E+11;4,55004E+11;45.5004387049 / 9.19244477462
8173;PE/28483;GALLERIA UNIONE (DELL') N. 5 (z.d. 1);SOMMINISTRAZIONE - In piano;GALLERIA UNIONE (DELL');5;510;f - Bar caffè e simili|g - Bar pasticceria, bar gelateria, cremeria, creperia e simili;;40;20123;1;DUOMO;1;9,18716E+11;45461850162;45.461850162 / 9.18716486668
8174;PE/28484;VIA PORPORA NICOLA ANTONIO N. 124;SOMMINISTRAZIONE - In piano;VIA PORPORA NICOLA ANTONIO;124;2229;f - Bar caffè e simili;;43;20131;22;CITTA' STUDI;3;9,22829E+11;4,5486E+11;45.4859566701 / 9.22828593904
8175;PE/28485;PIAZZA TRE TORRI N. 1N22 (z.d. 8);SOMMINISTRAZIONE - In piano;PIAZZA TRE TORRI;;6934;e - Bar gastronomici e simili;;36;20145;59;TRE TORRI;8;91564314484;4,54787E+11;45.4786889916 / 9.1564314484
8176;PE/28486;PIAZZA TRE TORRI unita' 2.01;SOMMINISTRAZIONE - In piano;PIAZZA TRE TORRI;;658;a - Ristorante, trattoria, osteria con cucina e simili;;181;;;;;;;
8177;PE/28490;PIAZZALE CORVETTO LUIGI EMANUELE N. 7 con ingresso via marochetti (z.d. 4);SOMMINISTRAZIONE - In piano;PIAZZALE CORVETTO LUIGI EMANUELE;7;658;f - Bar caffè e simili;;30;;;;;;;
8178;PE/28492;VIA DOLOMITI N. 1 trattasi di civico 1/3 (z.d. 1);SOMMINISTRAZIONE - In piano;VIA DOLOMITI;1;2334;h - Wine bar, birreria, pub enoteche, caffetteria, sala da te e simili;;76;20127;19;PADOVA;2;92240923441;4,55038E+11;45.5038055176 / 9.2240923441
8179;PE/28493;VIA SIRTORI GIUSEPPE N. 34 (z.d. 3);SOMMINISTRAZIONE - In piano;VIA SIRTORI GIUSEPPE;34;2180;a - Ristorante, trattoria, osteria con cucina e simili;;482;20129;21;BUENOS AIRES - VENEZIA;3;9,20682E+11;45474971589;45.474971589 / 9.20682382383
8180;PE/28509;VIA IMBONATI CARLO N. 23;SOMMINISTRAZIONE - In piano;VIA IMBONATI CARLO;23;1311;c - Tavole calde,self service, fast food e simili;;40;20159;79;DERGANO;9;9,18333E+11;4,54999E+11;45.4998812038 / 9.18332839665
8181;PE/28510;RIPA PORTA TICINESE (DI) N. 69;SOMMINISTRAZIONE - In piano;RIPA PORTA TICINESE (DI);69;5150;a - Ristorante, trattoria, osteria con cucina e simili|f - Bar caffè e simili;;80;20143;44;NAVIGLI;6;9,1694E+11;4,54505E+11;45.4504562783 / 9.16940278844
8182;PE/28511;VIALE SABOTINO N. 14;SOMMINISTRAZIONE - In piano;VIALE SABOTINO;14;4046;a - Ristorante, trattoria, osteria con cucina e simili;;21;20135;27;PTA ROMANA;5;9,19989E+11;4,54508E+11;45.4508102806 / 9.19989122777
8183;PE/28874;PIAZZALE ARDUINO interno parco city life - entrata da largo domodossola 1 (z.d. 8);SOMMINISTRAZIONE - In piano;PIAZZALE ARDUINO;;6365;a - Ristorante, trattoria, osteria con cucina e simili|e - Bar gastronomici e simili|f - Bar caffè e simili;;36;;;;;;;
8184;PE/28891;VIA SACCO LUIGI N. 3 (z.d. 3);SOMMINISTRAZIONE - In piano;VIA SACCO LUIGI;3;6275;f - Bar caffè e simili;;3;20149;51;WASHINGTON;7;9,15123E+11;4,54661E+11;45.4661045162 / 9.15122705618
8185;PE/28892;VIA MELOTTI FAUSTO N. 6 (z.d. 4);SOMMINISTRAZIONE - In piano;VIA MELOTTI FAUSTO;6;4389;a - Ristorante, trattoria, osteria con cucina e simili;;42;20138;33;ROGOREDO;4;9,24078E+11;4,54364E+11;45.4363821472 / 9.24077573294
8186;PE/28893;VIA PIERO DELLA FRANCESCA N. 59N02 (z.d. 8);SOMMINISTRAZIONE - In piano;VIA PIERO DELLA FRANCESCA;;7188;a - Ristorante, trattoria, osteria con cucina e simili;;58;20154;69;SARPI;8;9,16005E+11;4,54862E+11;45.4861845491 / 9.16004794309
8187;PE/28895;VIA OZANAM FEDERICO N. 9 (z.d. 3);SOMMINISTRAZIONE - In piano;VIA OZANAM FEDERICO;9;2143;f - Bar caffè e simili;;41;20129;21;BUENOS AIRES - VENEZIA;3;9,21257E+11;4,54805E+11;45.4804714512 / 9.21256972087
8188;PE/28896;PIAZZA MINNITI TITO N. 3 (z.d. 9);SOMMINISTRAZIONE - In piano;PIAZZA MINNITI TITO;3;1133;a - Ristorante, trattoria, osteria con cucina e simili;;58;20159;11;ISOLA;9;9,18867E+11;4,54877E+11;45.4877074714 / 9.18867275785
8189;PE/28898;VIA PADOVA N. 23 (z.d. 2);SOMMINISTRAZIONE - In piano;VIA PADOVA;23;2275;f - Bar caffè e simili;;39;20127;20;LORETO;2;9,22009E+11;4,54888E+11;45.4888260706 / 9.22009389667
8190;PE/28901;VIALE GORIZIA N. 30 (z.d. 6);SOMMINISTRAZIONE - In piano;VIALE GORIZIA;30;5156;g - Bar pasticceria, bar gelateria, cremeria, creperia e simili;;58;20144;44;NAVIGLI;6;9,17631E+11;45452509736;45.452509736 / 9.17630505723
8191;PE/28905;VIA BERGOGNONE AMBROGIO DA FOSSANO N. 24 (z.d. 6);SOMMINISTRAZIONE - In piano;VIA BERGOGNONE AMBROGIO DA FOSSANO;24;5130;a - Ristorante, trattoria, osteria con cucina e simili|d - Pizzerie e simili;;129;20144;50;TORTONA;6;9,16346E+11;4,54538E+11;45.4538091386 / 9.16345997284
8192;PE/28906;VIA MOROSINI EMILIO N. 51N05 (z.d. 4);SOMMINISTRAZIONE - In piano;VIA MOROSINI EMILIO;;3073;a - Ristorante, trattoria, osteria con cucina e simili;;36;20135;26;XXII MARZO;4;9,20866E+11;4,54557E+11;45.4556529729 / 9.20865941327
8193;PE/28907;RIPA PORTA TICINESE (DI) N. 51 (z.d. 6);SOMMINISTRAZIONE - In piano;RIPA PORTA TICINESE (DI);51;5150;a - Ristorante, trattoria, osteria con cucina e simili|f - Bar caffè e simili;;114;20143;44;NAVIGLI;6;91726853441;4,54511E+11;45.4511363338 / 9.1726853441
8194;PE/28908;VIA FRANCESCO D'ASSISI (SAN) N. 2 (z.d. 1);SOMMINISTRAZIONE - In piano;VIA FRANCESCO D'ASSISI (SAN);2;4020;a - Ristorante, trattoria, osteria con cucina e simili|e - Bar gastronomici e simili;;60;20122;5;VIGENTINA;1;9,18999E+11;4,54553E+11;45.4552712433 / 9.18999273398
8195;PE/28920;VIA VIGEVANO N. 1 (z.d. 1);SOMMINISTRAZIONE - In piano;VIA VIGEVANO;1;5116;f - Bar caffè e simili;;21;20144;44;NAVIGLI;6;9,17577E+11;4,54527E+11;45.4526995995 / 9.17576822169
8196;PE/28852;PIAZZA CORDUSIO N. 1 (z.d. 1);SOMMINISTRAZIONE - In piano;PIAZZA CORDUSIO;1;626;d - Pizzerie e simili|e - Bar gastronomici e simili|h - Wine bar, birreria, pub enoteche, caffetteria, sala da te e simili|f - Bar caffè e simili|i - Disco bar, america bar, locali serali e simili;;402;20123;1;DUOMO;1;9,18617E+11;4,5465E+11;45.4649642471 / 9.18617374933
8197;PE/28856;VIA TADINO ALESSANDRO N. 9 (z.d. 9);SOMMINISTRAZIONE - In piano;VIA TADINO ALESSANDRO;9;2109;a - Ristorante, trattoria, osteria con cucina e simili;;31;20124;21;BUENOS AIRES - VENEZIA;3;9,20548E+11;4,54768E+11;45.4767825352 / 9.20547826342
8198;PE/28284;VIA BRAIDA (DELLA) N. 5 (z.d. 5);SOMMINISTRAZIONE - In piano;VIA BRAIDA (DELLA);5;4035;e - Bar gastronomici e simili|h - Wine bar, birreria, pub enoteche, caffetteria, sala da te e simili;;100;20122;4;GUASTALLA;1;92020111664;4,54545E+11;45.4544909279 / 9.2020111664
8199;PE/28285;VIA PISANI VITTOR N. 31 con ingresso da piazza duca d'aosta (z.d. 2);SOMMINISTRAZIONE - In piano;VIA PISANI VITTOR;31;1201;a - Ristorante, trattoria, osteria con cucina e simili|d - Pizzerie e simili|f - Bar caffè e simili|i - Disco bar, america bar, locali serali e simili;;763;20124;10;CENTRALE;2;9,20195E+11;4,54839E+11;45.4839283184 / 9.20195222521
8200;PE/28286;VIA FELTRE N. 1 (z.d. 3);SOMMINISTRAZIONE - In piano;VIA FELTRE;1;2652;e - Bar gastronomici e simili;;46;20132;18;Parco Lambro - CIMIANO;3;9,23771E+11;4,54912E+11;45.4912141065 / 9.23770686222
