_id;Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;denominazione_pe;insegna;superficie_somministrazione;CAP;ID_NIL;NIL;MUNICIPIO;LONG_WGS84;LAT_WGS84;Location
5773;C-PE/21451;Via CASSINIS GIOVANNI BATTISTA N. 55 (z.d. 4);SOMMINISTRAZIONE - In piano;Via CASSINIS GIOVANNI BATTISTA;55;4309;;;21;20139;35;LODI - CORVETTO;4;9,23456E+11;4,54354E+11;45.4353533724 / 9.23456042689
5774;C-PE/21452;Via MONTEVERDI CLAUDIO N. 18 angolo via paganini| (z.d. 3);SOMMINISTRAZIONE - In piano;Via MONTEVERDI CLAUDIO;18;2237;;;40;20131;21;BUENOS AIRES - VENEZIA;3;9,21493E+11;4,54834E+11;45.4833733843 / 9.21493362451
5775;C-PE/21453;Via CASSINARI BRUNO N. 1 angolo via pizzolpasso| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via CASSINARI BRUNO;1;4386;;;127;20138;33;ROGOREDO;4;9,2405E+11;4,54359E+11;45.4358897455 / 9.24049962768
5776;C-PE/21454;Via POZZONE GIUSEPPE N. 5|via pozzone giuseppe 005| isolato:370| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via POZZONE GIUSEPPE;5;725;c - Tavole calde,self service, fast food e simili|f - Bar caffè e simili;cafe de ville;55;20121;2;BRERA;1;9,18322E+11;4,54679E+11;45.4678847935 / 9.18322402148
5777;C-PE/21455;Via BONFADINI ROMUALDO N. 116 (z.d. 4);SOMMINISTRAZIONE - In piano;Via BONFADINI ROMUALDO;116;3341;;;100;20138;30;MECENATE;4;9,24662E+11;4,54447E+11;45.4446795266 / 9.24661547188
5778;C-PE/21496;Via GASPAROTTO LEOPOLDO N. 4| isolato:243| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via GASPAROTTO LEOPOLDO;4;1205;;risto music pampero;59;20124;10;CENTRALE;2;9,20216E+11;4,54878E+11;45.4878302017 / 9.20216049343
5779;C-PE/21498;Via GRAZIOLI DON BARTOLOMEO N. 57 (z.d. 9);SOMMINISTRAZIONE - In piano;Via GRAZIOLI DON BARTOLOMEO;57;1473;;;138;20161;80;AFFORI;9;9,17127E+11;4,55086E+11;45.5085584584 / 9.17127125283
5780;C-PE/21500;Via LOMAZZO PAOLO N. 6| isolato:072| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Via LOMAZZO PAOLO;6;7079;g - Bar pasticceria, bar gelateria, cremeria, creperia e simili;l angolo del pane snc;53;20154;69;SARPI;8;91730894372;4,54813E+11;45.4812583946 / 9.1730894372
5781;C-PE/21502;Via VITRUVIO N. 7 angolo via tadino| isolato:059| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;Via VITRUVIO;7;2134;;;24;20124;21;BUENOS AIRES - VENEZIA;3;9,20951E+11;4,54807E+11;45.4807496589 / 9.20951225562
5782;C-PE/21504;Via PANTIGLIATE N. 12 (z.d. 6);SOMMINISTRAZIONE - In piano;Via PANTIGLIATE;12;6651;a - Ristorante, trattoria, osteria con cucina e simili|f - Bar caffè e simili|d - Pizzerie e simili;;83;20147;52;BANDE NERE;6;91319351325;4,54589E+11;45.4588711213 / 9.1319351325
5783;C-PE/21507;VIA PIERLUIGI GIOVANNI DA PALESTRINA N. 3| isolato:016| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;VIA PIERLUIGI GIOVANNI DA PALESTRINA;3;658;f - Bar caffè e simili;redentore sgroi pan. caf.;54;20123;1;DUOMO;1;9,17755E+11;4,5465E+11;45.4650073038 / 9.17754762318
5784;C-PE/21508;Via CALOCERO (SAN) N. 3| isolato:218| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via CALOCERO (SAN);3;5100;a - Ristorante, trattoria, osteria con cucina e simili;ristorante al;85;20123;7;MAGENTA - S. VITTORE;1;9,17602E+11;4,54582E+11;45.4582099643 / 9.17602035546
5785;PE/24875;Corso VITTORIO EMANUELE II N. 15 (z.d. 1);SOMMINISTRAZIONE - In piano;Corso VITTORIO EMANUELE II;15;214;f - Bar caffè e simili|c - Tavole calde,self service, fast food e simili;;96;20122;1;DUOMO;1;9,19606E+11;4,54657E+11;45.4656840317 / 9.19606196862
5786;PE/25494;Via NOE ENRICO N. 4 (z.d. 3);SOMMINISTRAZIONE - In piano;Via NOE ENRICO;4;2211;d - Pizzerie e simili|a - Ristorante, trattoria, osteria con cucina e simili;;71;20133;21;BUENOS AIRES - VENEZIA;3;92183300388;4,54772E+11;45.4772280566 / 9.2183300388
5787;C-PE/21328;VIA RICCARDI PADRE PLACIDO N. 19 (z.d. 2);SOMMINISTRAZIONE - In piano;VIA RICCARDI PADRE PLACIDO;19;658;f - Bar caffè e simili;;51;;;;;;;
5788;PE/25135;VIA FIORAVANTI ARISTOTILE N. 34 (z.d. 8);SOMMINISTRAZIONE - In piano;VIA FIORAVANTI ARISTOTILE;34;7236;a - Ristorante, trattoria, osteria con cucina e simili;;510;20154;69;SARPI;8;9,17484E+11;4,54819E+11;45.4819487886 / 9.17483882741
5789;C-PE/22878;Via ZOIA (F.LLI) N. 220| isolato:168| (z.d. 7);SOMMINISTRAZIONE - In piano;Via ZOIA (F.LLI);220;6306;;;19;20152;56;FORZE ARMATE;7;91103605633;4,54615E+11;45.4615227797 / 9.1103605633
5790;C-PE/22879;Via MURATORI LODOVICO N. 11 (z.d. 4);SOMMINISTRAZIONE - In piano;Via MURATORI LODOVICO;11;4076;a - Ristorante, trattoria, osteria con cucina e simili;;55;20135;27;PTA ROMANA;4;9,20513E+11;45452054201;45.452054201 / 9.20512559146
5791;C-PE/22888;Via BONO CAIROLI ADELAIDE N. 22 (z.d. 2);SOMMINISTRAZIONE - In piano;Via BONO CAIROLI ADELAIDE;22;2332;;;180;20127;19;PADOVA;2;9,22616E+11;4,54995E+11;45.4995280922 / 9.22615539377
5792;C-PE/22898;Via IMBONATI CARLO N. 3 (z.d. 9);SOMMINISTRAZIONE - In piano;Via IMBONATI CARLO;3;1311;;;35;20159;79;DERGANO;9;9184308914;4,54985E+11;45.4984580304 / 9.184308914
5793;C-PE/22903;Via ASIAGO N. 59 (z.d. 2);SOMMINISTRAZIONE - In piano;Via ASIAGO;59;2459;;;103;20128;16;VLE MONZA;2;9,23172E+14;4,55064E+14;45.5063611422046 / 9.23171614850844
5794;C-PE/22904;Via SALASCO N. 21 (z.d. 5);SOMMINISTRAZIONE - In piano;Via SALASCO;21;4051;;;59;20136;5;VIGENTINA;5;9,1948E+11;4,54504E+11;45.4504236717 / 9.19480444964
5795;C-PE/22906;Via PONTE SEVESO N. 44 (z.d. 2);SOMMINISTRAZIONE - In piano;Via PONTE SEVESO;44;1203;f - Bar caffè e simili|c - Tavole calde,self service, fast food e simili;;55;20125;10;CENTRALE;2;9,20609E+11;4549050185;45.49050185 / 9.20608813366
5796;C-PE/22915;Piazza TRIVULZIANA (DELLA) N. 4 (z.d. 9);SOMMINISTRAZIONE - In piano;Piazza TRIVULZIANA (DELLA);4;1765;;;41;20126;15;BICOCCA;9;9,21226E+11;4,55146E+11;45.5146438431 / 9.21225637772
5797;C-PE/22919;VIA VALTELLINA N. 63 (z.d. 9);SOMMINISTRAZIONE - In piano;VIA VALTELLINA;63;1188;;;244;20159;78;FARINI;9;9,18345E+11;4,54963E+11;45.4962945319 / 9.18345205355
5798;C-PE/22929;Via CASATI FELICE N. 25 (z.d. 2);SOMMINISTRAZIONE - In piano;Via CASATI FELICE;25;2122;;;108;20124;10;CENTRALE;2;9,20278E+11;45479048369;45.479048369 / 9.20277972352
5799;C-PE/22932;Via MURAT GIOACCHINO N. 2 (z.d. 9);SOMMINISTRAZIONE - In piano;Via MURAT GIOACCHINO;2;1316;;;114;20159;12;MACIACHINI - MAGGIOLINA;9;9,1921E+11;4,54966E+11;45.4966064434 / 9.19210443887
5800;C-PE/22933;Via PALAZZI LAZZARO N. 24 (z.d. 3);SOMMINISTRAZIONE - In piano;Via PALAZZI LAZZARO;24;2171;;;179;20124;21;BUENOS AIRES - VENEZIA;3;9,20262E+11;4,5478E+11;45.4779532085 / 9.20262135415
5801;C-PE/22936;Via BOCCACCIO GIOVANNI N. 15 (z.d. 1);SOMMINISTRAZIONE - In piano;Via BOCCACCIO GIOVANNI;15;6158;;;38;20123;7;MAGENTA - S. VITTORE;1;9,17242E+11;4,54676E+11;45.4675939187 / 9.17241754488
5802;C-PE/22937;Via GASPAROTTO LEOPOLDO N. 1 (z.d. 2);SOMMINISTRAZIONE - In piano;Via GASPAROTTO LEOPOLDO;1;1205;;;141;20124;10;CENTRALE;2;9,20207E+11;4,54877E+11;45.4877347944 / 9.20206509785
5803;C-PE/22943;Via BUCCINASCO N. 45 (z.d. 6);SOMMINISTRAZIONE - In piano;Via BUCCINASCO;45;5362;;;155;20142;86;Parco dei Navigli;6;91264653831;4,54312E+11;45.4311582119 / 9.1264653831
5804;C-PE/22952;Via VIGEVANO N. 14 (z.d. 6);SOMMINISTRAZIONE - In piano;Via VIGEVANO;14;5116;;;62;20144;44;NAVIGLI;6;9,17325E+11;4,54531E+11;45.4530972365 / 9.17325274524
5805;PE/24786;Via SAND GEORGE N. 4 (z.d. 9);SOMMINISTRAZIONE - In piano;Via SAND GEORGE;4;1554;e - Bar gastronomici e simili|f - Bar caffè e simili;;22;20161;80;AFFORI;9;9,17114E+11;4,55185E+11;45.5184923618 / 9.17113536356
5806;C-PE/20091;Via WASHINGTON GIORGIO N. 92 (z.d. 6);SOMMINISTRAZIONE - In piano;Via WASHINGTON GIORGIO;92;6111;;;59;20146;51;WASHINGTON;6;9,15442E+11;4,54568E+11;45.4567939844 / 9.15441512749
5807;C-PE/20124;Via CASTALDI PANFILO N. 19 (z.d. 3);SOMMINISTRAZIONE - In piano;Via CASTALDI PANFILO;19;2119;;;48;20124;21;BUENOS AIRES - VENEZIA;3;9,20205E+11;45477226754;45.477226754 / 9.20205303444
5808;C-PE/20125;Via FORNI GEROLAMO N. 72 (z.d. 9);SOMMINISTRAZIONE - In piano;Via FORNI GEROLAMO;72;1677;;;23;20161;82;COMASINA;9;9,16603E+11;4,55269E+11;45.5268950626 / 9.16603041733
5809;C-PE/20126;Viale PIAVE N. 8 (z.d. 3);SOMMINISTRAZIONE - In piano;Viale PIAVE;8;2179;;;26;20129;21;BUENOS AIRES - VENEZIA;3;9,20705E+11;4,54698E+11;45.4697917919 / 9.20704518121
5810;C-PE/20131;Via ALSERIO N. 22 (z.d. 9);SOMMINISTRAZIONE - In piano;Via ALSERIO;22;1153;a - Ristorante, trattoria, osteria con cucina e simili|f - Bar caffè e simili;;127;20159;11;ISOLA;9;9,18725E+14;4,54906E+14;45.4906185452766 / 9.18724838311781
5811;C-PE/20135;Viale BEZZI ERGISTO N. 81 (z.d. 7);SOMMINISTRAZIONE - In piano;Viale BEZZI ERGISTO;81;6272;;;21;20146;51;WASHINGTON;7;9,14945E+11;4,54612E+11;45.4611644256 / 9.14945343773
5812;C-PE/20138-1;Via AGNELLO N. 8 (z.d. 1);SOMMINISTRAZIONE - In piano;Via AGNELLO;8;209;;;218;20121;1;DUOMO;1;91927279246;4,54655E+11;45.4655130249 / 9.1927279246
5813;C-PE/20147;Via LAMARMORA ALFONSO N. 2| isolato:116| (z.d. 1);SOMMINISTRAZIONE - In piano;Via LAMARMORA ALFONSO;2;4103;e - Bar gastronomici e simili|f - Bar caffè e simili;;74;20122;4;GUASTALLA;1;9,19622E+11;4,54561E+11;45.4560576948 / 9.19622444263
5814;C-PE/20150;Via VENINI GIULIO E CORRADO N. 54 (z.d. 2);SOMMINISTRAZIONE - In piano;Via VENINI GIULIO E CORRADO;54;2258;a - Ristorante, trattoria, osteria con cucina e simili;;19;20127;20;LORETO;2;9,21629E+14;4,5492E+13;45.491971354263 / 9.21628967029009
5815;C-PE/20151;Via BOSCO DON GIOVANNI N. 31 (z.d. 4);SOMMINISTRAZIONE - In piano;Via BOSCO DON GIOVANNI;31;4144;;;27;20139;35;LODI - CORVETTO;4;9,21516E+11;4,54426E+11;45.4425885363 / 9.21515910036
5816;PE/24534;Via TITO LIVIO N. 37 (z.d. 4);SOMMINISTRAZIONE - In piano;Via TITO LIVIO;37;4086;a - Ristorante, trattoria, osteria con cucina e simili;;40;20137;28;UMBRIA - MOLISE;4;9,2203E+11;4,54504E+11;45.4504436642 / 9.22029565406
5817;PE/24543;VIA VIGEVANO N. 14 (z.d. 6);SOMMINISTRAZIONE - In piano;VIA VIGEVANO;14;5116;f - Bar caffè e simili;;31;20144;44;NAVIGLI;6;9,17325E+11;4,54531E+11;45.4530972365 / 9.17325274524
5818;PE/24551;Via FIORDALISI (DEI) N. 1 (z.d. 6);SOMMINISTRAZIONE - In piano;Via FIORDALISI (DEI);1;6710;e - Bar gastronomici e simili|f - Bar caffè e simili;;22;20146;52;BANDE NERE;6;91369933878;4,54504E+11;45.4503619608 / 9.1369933878
5819;C-PE/19351;Via PIER LOMBARDO N. 23 (z.d. 4);SOMMINISTRAZIONE - In piano;Via PIER LOMBARDO;23;4073;;;71;20135;27;PTA ROMANA;4;9,20779E+11;4,54538E+11;45.4537931618 / 9.20779204666
5820;C-PE/19356;Via GENTILE GIOVANNI N. 3 (z.d. 8);SOMMINISTRAZIONE - In piano;Via GENTILE GIOVANNI;3;7602;;;251;20157;75;STEPHENSON;8;9,12843E+11;4,55101E+11;45.5101018557 / 9.12843022641
5821;C-PE/19357;Via GENTILE GIOVANNI N. 3 (z.d. 8);SOMMINISTRAZIONE - In piano;Via GENTILE GIOVANNI;3;7602;;;21;20157;75;STEPHENSON;8;9,12843E+11;4,55101E+11;45.5101018557 / 9.12843022641
5822;C-PE/21545;Via BARTOLINI LORENZO N. 29 angolo viale monteceneri| (z.d. 8);SOMMINISTRAZIONE - In piano;Via BARTOLINI LORENZO;29;7178;;;34;20155;70;GHISOLFA;8;9,15362E+11;4,54909E+11;45.4909072236 / 9.15361636504
5823;C-PE/21547;Via CASALE N. 5 (z.d. 6);SOMMINISTRAZIONE - In piano;Via CASALE;5;5118;;;183;20144;44;NAVIGLI;6;9,17065E+11;4,54518E+11;45.4518148446 / 9.17064936951
5824;C-PE/21550;Via TADINO ALESSANDRO N. 13| isolato:104| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;Via TADINO ALESSANDRO;13;2109;;;93;20124;21;BUENOS AIRES - VENEZIA;3;9,20601E+11;4,54774E+11;45.4773672983 / 9.20600796177
5825;C-PE/21552;Viale PIAVE N. 8| isolato:165| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;Viale PIAVE;8;2179;;;52;20129;21;BUENOS AIRES - VENEZIA;3;9,20705E+11;4,54698E+11;45.4697917919 / 9.20704518121
5826;C-PE/21553;Via VARANINI LUIGI N. 9| isolato:331| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via VARANINI LUIGI;9;2288;;;39;20127;20;LORETO;2;9,21755E+11;4,5493E+11;45.4930263389 / 9.21755140962
5827;C-PE/21554;Viale MONZA N. 37| isolato:346| (z.d. 2);SOMMINISTRAZIONE - In piano;Viale MONZA;37;2274;;;66;20127;20;LORETO;2;9,21764E+11;4,54899E+11;45.4899359097 / 9.21763948413
5828;C-PE/21561;Via PADOVA N. 131| isolato:280| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via PADOVA;131;2275;;;48;20127;19;PADOVA;2;92321393182;4,54979E+11;45.4979398836 / 9.2321393182
5829;C-PE/21563;Via GALVANI LUIGI N. 21| isolato:287| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via GALVANI LUIGI;21;1179;;bar golf;19;20124;9;GARIBALDI REPUBBLICA;9;9,19733E+11;4,54873E+11;45.4872989439 / 9.19733139742
5830;C-PE/21569;Via LOMAZZO PAOLO N. 55| isolato:054| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Via LOMAZZO PAOLO;55;7079;e - Bar gastronomici e simili|f - Bar caffè e simili;;35;20154;69;SARPI;8;9,16912E+11;4,5485E+11;45.4849989417 / 9.16911889966
5831;C-PE/21576;Via BOCCACCIO GIOVANNI N. 4 con ing. piazza virgilio/via m| (z.d. 1);SOMMINISTRAZIONE - In piano;Via BOCCACCIO GIOVANNI;4;6158;;;18;20123;7;MAGENTA - S. VITTORE;1;91741900934;4,54679E+11;45.4678823872 / 9.1741900934
5832;C-PE/21577;VIA VENINI GIULIO E CORRADO num.014/a| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;VIA VENINI GIULIO E CORRADO;;703;a - Ristorante, trattoria, osteria con cucina e simili;;54;;;;;;;
5833;PE/27613;Via SPAVENTA SILVIO N. 19 (z.d. 5);SOMMINISTRAZIONE - In piano;Via SPAVENTA SILVIO;19;5255;e - Bar gastronomici e simili;;50;20141;43;TIBALDI;5;9,17805E+11;4,54407E+11;45.4407312322 / 9.17805496816
5834;PE/27632;Corso MAGENTA N. 27 (z.d. 1);SOMMINISTRAZIONE - In piano;Corso MAGENTA;27;604;d - Pizzerie e simili|e - Bar gastronomici e simili|f - Bar caffè e simili|g - Bar pasticceria, bar gelateria, cremeria, creperia e simili;;19;20123;1;DUOMO;1;91770273294;4,54659E+11;45.4659192686 / 9.1770273294
5835;PE/27705;VIA FORTEZZA N. 21D con ingresso via galeno 33 (z.d. 2);SOMMINISTRAZIONE - In piano;VIA FORTEZZA;;2449;d - Pizzerie e simili;;52;20126;16;VLE MONZA;2;9,22209E+11;4,55202E+11;45.5201574734 / 9.22208772157
5836;PE/27779;Piazza VELASCA N. 2 (z.d. 1);SOMMINISTRAZIONE - In piano;Piazza VELASCA;2;335;c - Tavole calde,self service, fast food e simili;;54;20122;1;DUOMO;1;9,19055E+11;4,54605E+11;45.4604952191 / 9.19054942327
5837;PE/25895;VIA FIORI CHIARI N. 26 (z.d. 1);SOMMINISTRAZIONE - In piano;VIA FIORI CHIARI;26;135;e - Bar gastronomici e simili|f - Bar caffè e simili;;55;20121;2;BRERA;1;9,1854E+11;4,5472E+11;45.4720104859 / 9.18540366233
5838;C-PE/22607;Viale CORSICA N. 38 (z.d. 4);SOMMINISTRAZIONE - In piano;Viale CORSICA;38;3262;a - Ristorante, trattoria, osteria con cucina e simili;;81;20137;25;CORSICA;4;9228213297;4,5462E+11;45.4619841733 / 9.228213297
5839;C-PE/22696;Via SAVONA num.094/a| (z.d. 6);SOMMINISTRAZIONE - In piano;Via SAVONA;;5122;e - Bar gastronomici e simili;;26;;;;;;;
5840;C-PE/22697;Via CORELLI ARCANGELO N. 27 (z.d. 3);SOMMINISTRAZIONE - In piano;Via CORELLI ARCANGELO;27;3243;;;100;20134;24;Parco Forlanini - ORTICA;3;9,25033E+11;4,54712E+11;45.4712437191 / 9.25033043923
5841;C-PE/22702;Corso ITALIA N. 22A milano (z.d. 1);SOMMINISTRAZIONE - In piano;Corso ITALIA;;526;;;82;20122;1;DUOMO;1;9,18736E+11;4,54575E+11;45.4574940671 / 9.18735926336
5842;C-PE/22705;Via MOROSINI EMILIO N. 5 (z.d. 4);SOMMINISTRAZIONE - In piano;Via MOROSINI EMILIO;5;3073;a - Ristorante, trattoria, osteria con cucina e simili;;114;20135;26;XXII MARZO;4;9,21154E+11;4,54614E+11;45.4613567129 / 9.21154311441
5843;C-PE/22721;Via CECCHI ANTONIO N. 10 (z.d. 7);SOMMINISTRAZIONE - In piano;Via CECCHI ANTONIO;10;6257;;;46;20146;51;WASHINGTON;7;91514674435;45460501164;45.460501164 / 9.1514674435
5844;C-PE/22722;Corso LODI N. 26| isolato:198| (z.d. 5);SOMMINISTRAZIONE - In piano;Corso LODI;26;4068;;;37;20135;27;PTA ROMANA;5;9,20773E+11;4,54485E+11;45.4484863777 / 9.20772604422
5845;C-PE/22724;Via MEDEGHINO N. 39 (z.d. 5);SOMMINISTRAZIONE - In piano;Via MEDEGHINO;39;5335;;;43;20141;42;STADERA;5;9,17875E+11;4,54304E+11;45.4303965508 / 9.17874691325
5846;C-PE/22726;Via PORPORA NICOLA ANTONIO N. 124 (z.d. 3);SOMMINISTRAZIONE - In piano;Via PORPORA NICOLA ANTONIO;124;2229;;;56;20131;22;CITTA' STUDI;3;9,22829E+11;4,5486E+11;45.4859566701 / 9.22828593904
5847;C-PE/22727;Via FESTA DEL PERDONO N. 1 (z.d. 1);SOMMINISTRAZIONE - In piano;Via FESTA DEL PERDONO;1;327;a - Ristorante, trattoria, osteria con cucina e simili;;100;20122;1;DUOMO;1;9,19493E+11;4,54617E+11;45.4616649283 / 9.19493129267
5848;C-PE/22728;CORSO PORTA VIGENTINA (DI) N. 6 (z.d. 1);SOMMINISTRAZIONE - In piano;CORSO PORTA VIGENTINA (DI);6;658;;;16;;;;;;;
5849;C-PE/22732;Viale CONI ZUGNA N. 37 (z.d. 1);SOMMINISTRAZIONE - In piano;Viale CONI ZUGNA;37;5110;e - Bar gastronomici e simili;;41;20144;7;MAGENTA - S. VITTORE;1;9,16818E+11;4,54581E+11;45.4580644468 / 9.16818240455
5850;C-PE/22739;Via GUARNERI (DEI) N. 11 (z.d. 5);SOMMINISTRAZIONE - In piano;Via GUARNERI (DEI);11;4300;;;48;20141;38;RIPAMONTI;5;9,20454E+11;4,54275E+11;45.4275100819 / 9.20453954755
5851;C-PE/20495;Piazza TRIVULZIANA (DELLA) N. 2 (z.d. 9);SOMMINISTRAZIONE - In piano;Piazza TRIVULZIANA (DELLA);2;1765;;;45;20126;15;BICOCCA;9;9,21214E+11;4,55144E+11;45.5144447145 / 9.21214236117
5852;C-PE/20497;VIA PASTRENGO N. 11 (z.d. 9);SOMMINISTRAZIONE - In piano;VIA PASTRENGO;11;1127;a - Ristorante, trattoria, osteria con cucina e simili;;70;20159;11;ISOLA;9;9,18651E+11;4,54866E+11;45.4865608697 / 9.18651224464
5853;C-PE/20501;Corso GOTTARDO (SAN) N. 2 (z.d. 5);SOMMINISTRAZIONE - In piano;Corso GOTTARDO (SAN);2;5203;;;139;20136;6;TICINESE;5;9,17997E+11;45451773033;45.451773033 / 9.17996594651
5854;C-PE/20503;VIA MISSAGLIA (DEI) N. 97 edificio b2| (z.d. 5);SOMMINISTRAZIONE - In piano;VIA MISSAGLIA (DEI);97;658;;;570;;;;;;;
5855;C-PE/20505;Via DOGANA N. 2 con ing. da piazza del duomo| (z.d. 1);SOMMINISTRAZIONE - In piano;Via DOGANA;2;341;;;39;20123;1;DUOMO;1;91891111561;4,54633E+11;45.4633434664 / 9.1891111561
5856;C-PE/20508;Via RINUCCINI OTTAVIO N. 1 (z.d. 2);SOMMINISTRAZIONE - In piano;Via RINUCCINI OTTAVIO;1;2294;;;51;20125;20;LORETO;2;9,21766E+11;4,54961E+11;45.4961315636 / 9.21765690649
5857;C-PE/20509;Via SFORZA ASCANIO N. 77 (z.d. 5);SOMMINISTRAZIONE - In piano;Via SFORZA ASCANIO;77;5201;a - Ristorante, trattoria, osteria con cucina e simili;;75;20141;43;TIBALDI;5;9,17604E+11;4,54422E+11;45.4421508935 / 9.17604037171
5858;C-PE/20511;Via AGNELLO N. 17 (z.d. 1);SOMMINISTRAZIONE - In piano;Via AGNELLO;17;209;;;91;20121;1;DUOMO;1;91919026465;4,54659E+11;45.4659134758 / 9.1919026465
5859;C-PE/20513;Via GROSOTTO N. 7 p.le portello - chiosco| (z.d. 8);SOMMINISTRAZIONE - In piano;Via GROSOTTO;7;7328;f - Bar caffè e simili;;23;20149;71;VILLAPIZZONE;8;9,14656E+11;4,54908E+11;45.4908109428 / 9.14656440125
5860;C-PE/19358;Via GENTILE GIOVANNI N. 3 (z.d. 8);SOMMINISTRAZIONE - In piano;Via GENTILE GIOVANNI;3;7602;;;114;20157;75;STEPHENSON;8;9,12843E+11;4,55101E+11;45.5101018557 / 9.12843022641
5861;C-PE/19359;Via PESCHIERA N. 1 con ingr. via domenico cirillo| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via PESCHIERA;1;7329;a - Ristorante, trattoria, osteria con cucina e simili;oio srl;101;20154;69;SARPI;1;9,17112E+11;4,54777E+11;45.4777308815 / 9.17111615306
5862;C-PE/19363;Via BINDA AMBROGIO N. 16 (z.d. 6);SOMMINISTRAZIONE - In piano;Via BINDA AMBROGIO;16;5298;;;37;20143;45;S. CRISTOFORO;6;9,15483E+14;4,54429E+14;45.4429000011035 / 9.15483336689481
5863;C-PE/19366;Via CORIO BERNARDINO N. 3 con ingresso via muratori 10| (z.d. 4);SOMMINISTRAZIONE - In piano;Via CORIO BERNARDINO;3;4102;;;102;20135;27;PTA ROMANA;4;9,20496E+11;45451637934;45.451637934 / 9.20495888749
5864;C-PE/19369;Corso MAGENTA N. 48 (z.d. 1);SOMMINISTRAZIONE - In piano;Corso MAGENTA;48;604;;;108;20123;7;MAGENTA - S. VITTORE;1;9,17424E+11;4,54658E+11;45.4658198447 / 9.17423981588
5865;C-PE/19397;Via ORSEOLO PIETRO N. 1 (z.d. 6);SOMMINISTRAZIONE - In piano;Via ORSEOLO PIETRO;1;5113;;;129;20144;50;TORTONA;6;9,16868E+11;4,54566E+11;45.4566280641 / 9.16867950982
5866;C-PE/19410;VIA MOLINO DELLE ARMI N. 3 (z.d. 1);SOMMINISTRAZIONE - In piano;VIA MOLINO DELLE ARMI;3;658;e - Bar gastronomici e simili;;37;20123;1;DUOMO;1;9,17755E+11;4,5465E+11;45.4650073038 / 9.17754762318
5867;C-PE/19416;VIA PAREA CARLO N. 19 parea carlo 19 (z.d. 4);SOMMINISTRAZIONE - In piano;VIA PAREA CARLO;19;3344;;;73;20138;31;Parco Monluè - PONTE LAMBRO;4;9,26472E+11;4,54432E+11;45.4431581186 / 9.26472386927
5868;C-PE/19417;Via PADOVA N. 23 (z.d. 2);SOMMINISTRAZIONE - In piano;Via PADOVA;23;2275;;;34;20127;20;LORETO;2;9,22009E+11;4,54888E+11;45.4888260706 / 9.22009389667
5869;PE/25696;Viale CONI ZUGNA N. 56 (z.d. 6);SOMMINISTRAZIONE - In piano;Viale CONI ZUGNA;56;5110;h - Wine bar, birreria, pub enoteche, caffetteria, sala da te e simili;;37;20144;44;NAVIGLI;6;9,17064E+11;4,54562E+11;45.4561615846 / 9.17063591402
5870;PE/25697;Corso LODI N. 107 (z.d. 4);SOMMINISTRAZIONE - In piano;Corso LODI;107;4068;a - Ristorante, trattoria, osteria con cucina e simili|d - Pizzerie e simili|f - Bar caffè e simili;;150;20139;35;LODI - CORVETTO;4;9,22075E+11;4544188064;45.44188064 / 9.22074643565
5871;C-PE/19925;Via GIAMPIETRINO N. 1 (z.d. 9);SOMMINISTRAZIONE - In piano;Via GIAMPIETRINO;1;7333;;;124;20156;77;BOVISA;9;9,15341E+11;4,55026E+11;45.5025729689 / 9.15340562326
5872;C-PE/19934;Via MEDA GIUSEPPE N. 35 (z.d. 5);SOMMINISTRAZIONE - In piano;Via MEDA GIUSEPPE;35;5242;;;116;20141;43;TIBALDI;5;9,17895E+11;4,54415E+11;45.4414751843 / 9.17894685243
5873;C-PE/21581;Via ORNATO LUIGI N. 58| isolato:072| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via ORNATO LUIGI;58;1591;;cleopatra sas;40;20162;14;NIGUARDA - CA' GRANDA;9;9,19223E+11;4,55191E+11;45.5191004707 / 9.19223206896
5874;C-PE/21583;VIA MEDA GIUSEPPE N. 14| isolato:160| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;VIA MEDA GIUSEPPE;14;5242;;pasticceria caravaggio;58;20136;6;TICINESE;5;9,17905E+11;4,54447E+11;45.4447491795 / 9.17904918285
